vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,projectedDaysOpen,NightSkiing_ac,clusters,mean_absolute_error,explained_variance_score
1.6008751236563485,8.881784197001252e-16,1.1102230246251565e-15,0.0,0.6168275640432453,1.4103870121920161,1.5719573393528479,0.9997322952102546,0.9741544854368719,1.246108697287131,1.2879129203937427,0.5716989264020315,0.6011039763379452,1.5558739504730703,1.265383455606202,0.8814003793606291,0.24174420382807885,0.607812341824307,10.90220919326845,0.40600877549569736,0.6906240780985597,3.1159376643679146,6.611498887961747,0.6975359549941875
